Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Country,State,City
7753,2025-12-20,Nicole,South,20093.71,20,Electronics,856.73,1128.86,New,0.11,Cash,Online,South-Nicole,USA,FL,South Ashleyview
7224,2025-04-28,Brenda,South,10710.51,6,Furniture,1625.1,1940.31,New,0.08,Credit Card,Retail,South-Brenda,USA,FL,Maynardmouth
3573,2025-02-13,Charles,South,7090.31,7,Furniture,911.89,1100.98,Returning,0.08,Bank Transfer,Retail,South-Charles,USA,GA,Crosbymouth
8677,2025-02-24,Kristina,South,36785.14,14,Furniture,2125.59,2765.8,Returning,0.05,Cash,Online,South-Kristina,USA,TX,Brandonland
5412,2025-03-20,William,North,11374.6,8,Electronics,1075.05,1512.58,New,0.06,Cash,Retail,North-William,USA,NY,Halestad
1333,2025-11-27,William,South,42829.29,28,Furniture,893.42,1644.75,New,0.07,Bank Transfer,Retail,South-William,USA,FL,North Laurabury
5127,2025-04-17,Aaron,East,123958.14,33,Furniture,2833.41,4039.04,Returning,0.07,Credit Card,Retail,East-Aaron,USA,VA,North Michellestad
8823,2025-11-22,Steven,North,21887.01,12,Electronics,1421.24,1861.14,Returning,0.02,Bank Transfer,Retail,North-Steven,USA,NY,Matthewland
4633,2025-04-08,Valerie,East,2074.71,13,Food,130.16,169.78,Returning,0.06,Cash,Online,East-Valerie,USA,NY,Janiceville
6046,2025-08-02,Amy,South,5051.38,44,Food,74.74,127.56,New,0.1,Bank Transfer,Retail,South-Amy,USA,TX,Teresamouth
2371,2025-08-05,Mary,West,26277.98,21,Electronics,925.11,1276.87,New,0.02,Bank Transfer,Retail,West-Mary,USA,CA,West Phyllis
2402,2025-06-11,Timothy,South,3004.41,31,Food,67.91,119.65,Returning,0.19,Cash,Online,South-Timothy,USA,TX,Port Mary
6710,2025-05-19,Diana,West,5740.37,43,Food,110.33,148.33,New,0.1,Cash,Retail,West-Diana,USA,OR,South Valerie
1382,2025-07-25,Jennifer,East,70010.5,24,Furniture,1777.76,2946.57,New,0.01,Bank Transfer,Retail,East-Jennifer,USA,NY,New Toddmouth
8127,2025-05-07,Megan,West,1447.07,19,Food,55.88,80.17,New,0.05,Credit Card,Online,West-Megan,USA,OR,Taylormouth
4841,2025-05-29,Amy,West,5141.16,15,Electronics,342.85,428.43,New,0.2,Cash,Retail,West-Amy,USA,OR,Meltonfurt
2124,2025-03-05,Lori,South,34577.6,33,Electronics,705.22,1069.19,Returning,0.02,Cash,Online,South-Lori,USA,GA,Jeffreyberg
7934,2025-03-16,Joseph,North,40851.08,37,Electronics,1012.49,1254.64,Returning,0.12,Bank Transfer,Online,North-Joseph,USA,NY,Amandaborough
6274,2025-09-26,Larry,East,13545.78,8,Electronics,1006.2,1801.3,New,0.06,Bank Transfer,Retail,East-Larry,USA,VA,West Kayla
1933,2025-03-12,Krystal,South,13011.73,34,Electronics,411.99,503.55,Returning,0.24,Credit Card,Retail,South-Krystal,USA,FL,Turnerbury
9046,2025-03-21,Eric,South,50760.17,34,Electronics,1275.13,1716.03,Returning,0.13,Cash,Retail,South-Eric,USA,GA,Davidview
1086,2025-09-14,Justin,West,16847.23,9,Electronics,1565.72,2399.89,Returning,0.22,Bank Transfer,Retail,West-Justin,USA,OR,South Mauriceville
4057,2025-08-27,Kristina,West,578.08,6,Food,93.1,116.08,Returning,0.17,Cash,Retail,West-Kristina,USA,CA,Richmondmouth
5411,2025-05-16,Susan,East,4885.93,39,Food,103.69,150.94,Returning,0.17,Bank Transfer,Retail,East-Susan,USA,VA,Robertburgh
8632,2025-10-20,Glenn,West,1664.57,38,Food,42.24,50.35,Returning,0.13,Bank Transfer,Retail,West-Glenn,USA,WA,Lake Willieport
8259,2026-01-03,Rebecca,East,1255.66,28,Food,35.89,54.03,New,0.17,Bank Transfer,Online,East-Rebecca,USA,VA,North Holly
2801,2025-06-23,Christian,West,15238.18,9,Furniture,1370.09,1840.36,New,0.08,Bank Transfer,Online,West-Christian,USA,WA,North Alejandro
9469,2025-02-02,Christopher,West,5741.28,40,Food,92.05,177.2,Returning,0.19,Bank Transfer,Retail,West-Christopher,USA,OR,Port Jon
4880,2025-02-08,Norma,East,10225.97,30,Furniture,290.51,415.69,New,0.18,Bank Transfer,Online,East-Norma,USA,NJ,East Molly
7843,2025-11-01,Donald,East,2794.16,23,Food,100.37,136.5,New,0.11,Bank Transfer,Online,East-Donald,USA,VA,Port Sarahland
2498,2025-04-07,Willie,West,1033.86,24,Food,26.38,46.32,New,0.07,Bank Transfer,Retail,West-Willie,USA,OR,Lisamouth
2881,2025-03-06,Gabriel,West,58912.28,24,Furniture,1581.24,2611.36,Returning,0.06,Cash,Retail,West-Gabriel,USA,OR,Millsside
9120,2025-04-09,Austin,West,93006.01,24,Furniture,3228.43,4784.26,New,0.19,Credit Card,Online,West-Austin,USA,WA,East Michael
8540,2025-11-12,Joseph,East,87628.2,44,Furniture,1307.86,2343.0,Returning,0.15,Cash,Retail,East-Joseph,USA,VA,Lake Emma
7620,2025-05-09,Nancy,North,54684.05,24,Furniture,2390.15,2884.18,New,0.21,Cash,Online,North-Nancy,USA,IL,Grantfurt
3029,2025-10-28,Jesse,South,16932.08,5,Furniture,3571.57,4455.81,New,0.24,Credit Card,Online,South-Jesse,USA,GA,South Paulberg
8582,2025-11-19,Rachael,South,52734.58,15,Furniture,2946.54,3551.15,New,0.01,Bank Transfer,Online,South-Rachael,USA,TX,East Brittneybury
4214,2025-11-30,Brittney,North,83270.04,42,Electronics,1259.28,1982.62,New,0.0,Credit Card,Retail,North-Brittney,USA,NY,Karenhaven
6642,2025-02-01,Mark,East,11498.09,26,Electronics,389.62,574.33,New,0.23,Bank Transfer,Retail,East-Mark,USA,VA,New Shannonburgh
6544,2025-09-13,Donald,West,203.42,19,Food,7.09,11.27,New,0.05,Bank Transfer,Retail,West-Donald,USA,WA,New Andrew
4251,2025-03-08,Cindy,North,33289.72,14,Furniture,2652.55,3170.45,New,0.25,Cash,Online,North-Cindy,USA,NY,Freyside
1374,2025-05-24,Keith,South,15205.81,42,Electronics,252.54,406.79,New,0.11,Bank Transfer,Retail,South-Keith,USA,TX,Zacharyton
1365,2025-05-14,John,South,7205.35,5,Electronics,1211.25,1566.38,Returning,0.08,Credit Card,Retail,South-John,USA,FL,Evansshire
7779,2025-05-14,Rachel,South,6820.58,5,Electronics,959.64,1771.58,New,0.23,Bank Transfer,Retail,South-Rachel,USA,TX,West Nicolechester
8282,2025-05-28,Erin,South,10916.91,41,Furniture,171.6,292.6,New,0.09,Bank Transfer,Retail,South-Erin,USA,GA,Port Heatherfurt
8189,2025-04-06,Mark,South,5674.2,35,Food,110.44,193.0,Returning,0.16,Bank Transfer,Online,South-Mark,USA,TX,Lisaview
7603,2025-04-03,Timothy,South,2134.37,13,Food,102.02,176.54,Returning,0.07,Credit Card,Retail,South-Timothy,USA,TX,Ponceport
7318,2025-12-31,Dustin,North,3353.28,42,Food,68.8,91.77,Returning,0.13,Credit Card,Online,North-Dustin,USA,MA,West Victor
2269,2025-04-15,Nicholas,West,3498.6,18,Food,145.82,196.33,Returning,0.01,Bank Transfer,Retail,West-Nicholas,USA,OR,Donnaberg
6199,2025-08-07,Alicia,East,19243.26,16,Electronics,1143.37,1522.41,New,0.21,Credit Card,Online,East-Alicia,USA,NJ,East Amyville
8718,2025-08-12,Edgar,West,30496.88,34,Electronics,860.52,1180.22,New,0.24,Cash,Retail,West-Edgar,USA,WA,Port Kimberly
5590,2025-11-23,Michael,South,1301.56,16,Food,53.52,86.54,New,0.06,Bank Transfer,Retail,South-Michael,USA,GA,Port Jessica
5287,2025-05-18,David,North,1286.99,10,Food,119.54,156.95,Returning,0.18,Bank Transfer,Retail,North-David,USA,IL,Port Margaret
8941,2025-09-13,Karen,East,344.71,7,Food,32.65,59.33,Returning,0.17,Cash,Retail,East-Karen,USA,NY,Audreyhaven
5194,2025-02-05,Autumn,East,13038.27,17,Furniture,607.14,881.56,New,0.13,Cash,Online,East-Autumn,USA,NY,Vasquezberg
8196,2025-12-03,Devin,West,80876.47,38,Furniture,1947.35,2391.38,New,0.11,Credit Card,Online,West-Devin,USA,WA,North Christopher
9065,2025-09-06,Jordan,North,68808.3,24,Furniture,1730.64,3413.11,Returning,0.16,Credit Card,Online,North-Jordan,USA,NY,Penaland
1330,2025-12-19,Patrick,South,887.12,23,Food,32.11,43.83,Returning,0.12,Credit Card,Retail,South-Patrick,USA,FL,Morrischester
9240,2025-01-30,Aaron,East,30010.51,36,Furniture,785.37,958.19,Returning,0.13,Bank Transfer,Retail,East-Aaron,USA,NY,East Robertoville
5424,2026-01-12,Sarah,South,19382.0,16,Electronics,656.79,1248.84,New,0.03,Cash,Retail,South-Sarah,USA,GA,Port Mark
8709,2025-05-17,Alexander,North,98321.36,24,Furniture,2610.59,4267.42,Returning,0.04,Credit Card,Online,North-Alexander,USA,NY,New Ericshire
1140,2025-10-01,Rebecca,East,9846.04,38,Electronics,220.85,308.46,Returning,0.16,Credit Card,Retail,East-Rebecca,USA,NY,Cranechester
5916,2025-01-26,William,East,9945.95,3,Furniture,3233.64,4043.07,Returning,0.18,Credit Card,Retail,East-William,USA,NJ,Markbury
4131,2025-07-10,Kathy,East,462.55,5,Food,59.5,97.38,New,0.05,Cash,Retail,East-Kathy,USA,VA,Jamesside
8158,2025-04-28,Jordan,South,4388.16,8,Electronics,371.78,653.0,Returning,0.16,Credit Card,Retail,South-Jordan,USA,FL,Lake Davidborough
6016,2025-04-02,Michael,West,40083.47,26,Electronics,1325.11,1927.09,Returning,0.2,Bank Transfer,Retail,West-Michael,USA,WA,Wilsonside
1005,2025-07-27,Chelsea,East,8946.32,8,Electronics,731.17,1189.67,New,0.06,Bank Transfer,Online,East-Chelsea,USA,NY,Delgadomouth
9944,2025-03-27,Elizabeth,East,2178.32,18,Food,66.32,122.24,New,0.01,Cash,Retail,East-Elizabeth,USA,NJ,North Shannon
4297,2025-10-26,Holly,West,9608.53,13,Electronics,531.41,869.55,New,0.15,Credit Card,Retail,West-Holly,USA,WA,Christianside
2979,2025-11-21,Allison,South,25398.36,21,Electronics,874.8,1374.37,Returning,0.12,Bank Transfer,Retail,South-Allison,USA,TX,Lake Juliahaven
9953,2025-09-04,Eric,North,2566.16,37,Food,63.89,84.58,Returning,0.18,Cash,Retail,North-Eric,USA,MA,East Eric
9307,2025-11-15,Tracy,North,4264.51,40,Food,67.8,126.92,New,0.16,Credit Card,Retail,North-Tracy,USA,NY,Gabrielland
4353,2025-10-12,Heather,East,3227.23,32,Food,78.52,103.97,Returning,0.03,Credit Card,Online,East-Heather,USA,VA,Jenniferside
3125,2025-09-10,Kathy,West,2601.67,27,Food,88.86,117.51,Returning,0.18,Credit Card,Online,West-Kathy,USA,WA,Amandaburgh
3187,2025-06-21,Fernando,South,94275.38,32,Furniture,2028.39,3068.86,New,0.04,Bank Transfer,Online,South-Fernando,USA,TX,New Tracyfort
7216,2025-11-14,James,North,176518.04,45,Furniture,2339.93,4358.47,New,0.1,Credit Card,Retail,North-James,USA,MA,Carrillohaven
8959,2025-12-27,Lauren,North,120401.78,45,Furniture,1850.14,3430.25,Returning,0.22,Credit Card,Online,North-Lauren,USA,IL,North Jennifershire
3697,2025-10-17,Renee,North,23162.63,22,Electronics,818.12,1108.26,New,0.05,Bank Transfer,Online,North-Renee,USA,IL,Jessicachester
9465,2025-11-06,Barbara,West,4637.13,17,Electronics,250.25,354.25,New,0.23,Credit Card,Online,West-Barbara,USA,WA,Delgadofurt
9072,2025-10-04,Christopher,North,14274.72,7,Electronics,1646.76,2343.96,Returning,0.13,Cash,Online,North-Christopher,USA,NY,Deanmouth
7614,2025-01-24,Barbara,South,875.1,5,Food,108.63,190.24,Returning,0.08,Cash,Retail,South-Barbara,USA,GA,South Tracey
5486,2025-04-08,Aaron,South,21465.49,35,Electronics,366.89,666.63,Returning,0.08,Credit Card,Online,South-Aaron,USA,GA,Danielside
5877,2025-10-13,Steven,North,75356.8,39,Electronics,1742.16,2171.04,New,0.11,Bank Transfer,Retail,North-Steven,USA,MA,Herringmouth
7581,2025-08-22,Tyler,North,432.27,12,Food,29.27,43.93,Returning,0.18,Bank Transfer,Online,North-Tyler,USA,NY,East Rebeccaborough
8783,2025-10-23,Wesley,South,2425.73,5,Electronics,335.35,638.35,Returning,0.24,Cash,Online,South-Wesley,USA,FL,East Thomaston
4548,2025-03-20,Ronald,North,80791.27,36,Electronics,1404.2,2439.35,New,0.08,Cash,Online,North-Ronald,USA,MA,West Ryan
5646,2025-02-22,Sandra,South,45662.14,15,Furniture,2659.8,3238.45,Returning,0.06,Credit Card,Retail,South-Sandra,USA,TX,Jasmineside
3573,2026-01-04,Chelsea,West,61267.04,30,Furniture,1811.27,2490.53,Returning,0.18,Credit Card,Retail,West-Chelsea,USA,CA,Casefort
9030,2025-07-20,Hannah,South,48514.25,21,Furniture,2387.37,3039.74,New,0.24,Bank Transfer,Retail,South-Hannah,USA,GA,Morenoshire
3901,2025-04-01,David,South,2614.79,40,Food,35.68,66.03,New,0.01,Bank Transfer,Online,South-David,USA,FL,Nathanland
8983,2025-05-12,Taylor,South,1759.67,46,Food,35.58,43.47,New,0.12,Cash,Online,South-Taylor,USA,TX,Chelseastad
7364,2025-11-29,Katie,South,49892.28,38,Electronics,795.49,1475.23,New,0.11,Bank Transfer,Retail,South-Katie,USA,FL,Hillborough
3615,2025-06-26,Michael,West,44715.7,34,Electronics,1376.65,1708.01,New,0.23,Bank Transfer,Online,West-Michael,USA,WA,North Isaacberg
1959,2025-06-07,Kristin,North,37240.36,26,Electronics,826.86,1476.62,Returning,0.03,Cash,Retail,North-Kristin,USA,IL,Rachelview
9311,2025-05-02,David,West,94169.59,48,Electronics,1836.58,2281.24,Returning,0.14,Credit Card,Retail,West-David,USA,CA,Willismouth
3011,2025-08-24,Shane,South,3907.41,36,Food,113.95,140.96,Returning,0.23,Cash,Retail,South-Shane,USA,TX,South Kelly
7791,2025-04-16,Becky,South,156057.22,47,Furniture,2498.25,4256.88,New,0.22,Bank Transfer,Retail,South-Becky,USA,TX,East Cassandra
2366,2025-04-24,Abigail,South,364.06,5,Food,63.56,77.46,Returning,0.06,Bank Transfer,Online,South-Abigail,USA,TX,Lewisfurt
6984,2026-01-09,Lisa,North,59864.53,15,Furniture,3150.84,4385.68,New,0.09,Bank Transfer,Retail,North-Lisa,USA,NY,Briggston
4210,2025-06-11,Kristina,East,26903.06,35,Electronics,589.45,844.68,Returning,0.09,Credit Card,Retail,East-Kristina,USA,NJ,Hallview
5635,2025-06-10,Tonya,South,402.07,27,Food,14.11,18.85,New,0.21,Credit Card,Retail,South-Tonya,USA,GA,Port Christopher
4639,2025-11-18,Maria,North,29948.05,27,Electronics,767.29,1260.44,Returning,0.12,Cash,Online,North-Maria,USA,MA,Joelville
9719,2025-07-15,David,West,89099.36,40,Electronics,1972.93,2344.72,Returning,0.05,Credit Card,Retail,West-David,USA,OR,Lake Cindyborough
7329,2025-09-07,Danny,East,36454.84,8,Furniture,3430.67,4796.69,New,0.05,Credit Card,Retail,East-Danny,USA,NJ,Jimmyview
7657,2025-06-02,James,West,41019.43,29,Electronics,962.81,1537.46,Returning,0.08,Credit Card,Retail,West-James,USA,WA,New Nicole
1203,2025-11-23,Julie,South,63066.53,48,Electronics,869.1,1564.15,Returning,0.16,Cash,Online,South-Julie,USA,FL,West Jamesville
5906,2025-11-22,Micheal,South,419.17,5,Food,78.06,96.36,New,0.13,Cash,Online,South-Micheal,USA,GA,South Alyssa
5800,2025-09-11,Mitchell,West,133.61,12,Food,9.21,14.65,New,0.24,Bank Transfer,Online,West-Mitchell,USA,CA,West Jennifer
8462,2025-05-25,Tammy,East,75911.24,22,Furniture,2633.13,4259.89,New,0.19,Cash,Online,East-Tammy,USA,NY,Davidhaven
3401,2025-07-30,Eric,North,46446.04,21,Electronics,1141.74,2280.12,Returning,0.03,Credit Card,Retail,North-Eric,USA,MA,South Scotttown
1693,2025-11-10,Shannon,North,113930.04,46,Furniture,2451.06,3302.32,Returning,0.25,Bank Transfer,Retail,North-Shannon,USA,NY,Butlerville
7095,2025-05-12,Melissa,South,5488.36,36,Food,108.87,185.92,Returning,0.18,Credit Card,Online,South-Melissa,USA,FL,New Felicia
2091,2025-04-29,Morgan,East,625.12,5,Food,123.83,166.7,New,0.25,Cash,Online,East-Morgan,USA,VA,Zimmermanmouth
5338,2025-02-11,David,West,1769.8,5,Electronics,240.85,421.38,Returning,0.16,Credit Card,Online,West-David,USA,WA,Port Josephchester
4347,2026-01-04,Clifford,East,1941.45,23,Food,79.35,93.79,New,0.1,Bank Transfer,Online,East-Clifford,USA,NY,New Lisa
3347,2025-07-11,Arthur,North,33921.71,18,Electronics,1695.95,2117.46,Returning,0.11,Bank Transfer,Retail,North-Arthur,USA,MA,Christinafurt
4960,2025-08-18,Carl,South,2152.26,43,Food,52.73,64.17,New,0.22,Credit Card,Retail,South-Carl,USA,FL,North Christinefurt
1174,2025-10-31,Timothy,East,3853.35,8,Electronics,332.35,560.08,Returning,0.14,Cash,Retail,East-Timothy,USA,VA,Anthonyview
6721,2026-01-12,Sue,South,38037.44,17,Electronics,1540.9,2405.91,New,0.07,Cash,Online,South-Sue,USA,GA,New Meganstad
7852,2026-01-12,Jamie,West,28832.73,29,Furniture,738.48,1242.79,Returning,0.2,Bank Transfer,Online,West-Jamie,USA,OR,West Robertshire
1839,2025-07-10,Daniel,West,7002.97,2,Furniture,2477.36,3609.78,New,0.03,Credit Card,Online,West-Daniel,USA,CA,Dianefurt
3165,2025-08-15,Brian,North,39859.09,35,Electronics,782.76,1460.04,New,0.22,Credit Card,Online,North-Brian,USA,IL,New Melodymouth
4695,2025-12-16,Dawn,South,78569.25,41,Electronics,1561.93,2082.96,New,0.08,Cash,Online,South-Dawn,USA,GA,Lake Steven
4758,2025-09-23,Tonya,South,4262.56,50,Food,76.26,97.99,New,0.13,Cash,Retail,South-Tonya,USA,TX,New Donnamouth
4288,2025-02-28,Sheri,East,5309.24,48,Food,90.05,114.03,Returning,0.03,Credit Card,Online,East-Sheri,USA,NJ,West Tyronemouth
4485,2025-08-27,Sophia,West,129035.09,34,Furniture,3362.01,4685.37,Returning,0.19,Credit Card,Retail,West-Sophia,USA,WA,West Heatherchester
5479,2025-11-17,James,North,6944.97,2,Furniture,2431.21,4509.72,Returning,0.23,Bank Transfer,Retail,North-James,USA,IL,Parkerview
9674,2026-01-08,Jodi,North,1079.18,18,Food,41.23,60.56,Returning,0.01,Cash,Retail,North-Jodi,USA,MA,Seanshire
7562,2025-07-23,Samantha,East,221.78,4,Food,34.28,68.45,New,0.19,Cash,Retail,East-Samantha,USA,VA,East Stephanie
9638,2025-04-18,Kristin,South,28867.03,13,Furniture,1329.1,2494.99,Returning,0.11,Cash,Retail,South-Kristin,USA,FL,Port Waynechester
3650,2025-10-11,Jay,South,7303.43,45,Food,137.59,186.55,Returning,0.13,Credit Card,Online,South-Jay,USA,FL,Buchananhaven
2282,2025-08-04,Yesenia,East,35435.91,29,Furniture,968.02,1607.8,Returning,0.24,Credit Card,Retail,East-Yesenia,USA,NY,Davidfort
2702,2025-08-08,Shelley,South,547.2,3,Food,138.5,196.13,Returning,0.07,Credit Card,Retail,South-Shelley,USA,TX,Lake Zacharyland
2696,2025-02-16,Elizabeth,East,1240.34,15,Food,74.61,96.15,Returning,0.14,Bank Transfer,Retail,East-Elizabeth,USA,VA,West Emilyville
9679,2025-03-05,Alicia,West,6255.91,47,Food,93.09,140.11,Returning,0.05,Bank Transfer,Retail,West-Alicia,USA,WA,South Wanda
8735,2025-12-15,Joel,North,27137.92,36,Furniture,714.0,966.45,Returning,0.22,Credit Card,Online,North-Joel,USA,MA,Chelseaburgh
1189,2025-04-24,Kenneth,North,35155.84,18,Electronics,1403.46,2100.11,New,0.07,Credit Card,Retail,North-Kenneth,USA,IL,East Michael
3326,2025-05-21,Pamela,North,25630.44,7,Furniture,2419.49,4520.36,Returning,0.19,Cash,Retail,North-Pamela,USA,NY,Arroyochester
1457,2025-06-20,Kelly,West,6710.33,13,Electronics,309.9,607.27,Returning,0.15,Cash,Retail,West-Kelly,USA,CA,East Zacharyborough
1531,2025-03-23,Steven,North,68727.41,48,Electronics,1013.87,1507.18,Returning,0.05,Credit Card,Online,North-Steven,USA,IL,Michaelstad
2878,2025-11-05,Kyle,North,60633.82,38,Furniture,937.5,1855.38,Returning,0.14,Cash,Retail,North-Kyle,USA,MA,Lake Shelleyside
3783,2025-10-19,Monique,North,16634.56,41,Electronics,403.84,500.89,New,0.19,Cash,Retail,North-Monique,USA,MA,Jeremyhaven
9149,2025-05-31,Heather,South,2777.21,5,Electronics,393.82,703.09,Returning,0.21,Cash,Retail,South-Heather,USA,GA,Maryside
9577,2025-10-26,Donald,South,71671.1,41,Electronics,1666.22,1964.13,Returning,0.11,Credit Card,Online,South-Donald,USA,GA,New Anthony
1918,2025-06-01,Melissa,North,23404.98,18,Electronics,949.22,1605.28,New,0.19,Credit Card,Retail,North-Melissa,USA,IL,South Caitlinmouth
1867,2025-10-29,Jessica,East,7236.43,4,Electronics,1350.21,1966.42,New,0.08,Credit Card,Retail,East-Jessica,USA,VA,East Justin
7490,2025-11-13,Kelly,North,22404.6,30,Electronics,622.33,829.8,Returning,0.1,Bank Transfer,Retail,North-Kelly,USA,IL,Zacharytown
9944,2025-09-06,Cheryl,West,21225.45,31,Electronics,464.09,834.99,New,0.18,Bank Transfer,Retail,West-Cheryl,USA,CA,Piercetown
4634,2025-12-29,Phillip,West,28979.97,43,Electronics,604.7,886.78,Returning,0.24,Credit Card,Online,West-Phillip,USA,OR,Ashleyborough
4486,2025-09-09,Mia,South,44456.6,41,Furniture,872.79,1095.26,New,0.01,Credit Card,Online,South-Mia,USA,FL,Floresburgh
7087,2025-06-17,Kevin,North,34394.66,29,Electronics,716.27,1332.61,Returning,0.11,Cash,Online,North-Kevin,USA,IL,New Tina
4141,2025-07-23,Michele,South,126155.71,37,Furniture,3430.46,4428.07,Returning,0.23,Credit Card,Online,South-Michele,USA,FL,West Brent
2879,2026-01-09,Amy,East,2792.94,31,Food,53.0,101.23,New,0.11,Cash,Online,East-Amy,USA,NJ,East Kevinfurt
5850,2025-10-17,Christopher,North,1398.36,12,Food,100.16,135.5,Returning,0.14,Bank Transfer,Online,North-Christopher,USA,MA,Dawnberg
6407,2025-05-04,Stephen,West,4432.7,20,Furniture,165.05,233.3,Returning,0.05,Credit Card,Retail,West-Stephen,USA,WA,West Marychester
4417,2025-05-02,James,North,17067.73,39,Electronics,269.51,486.26,New,0.1,Bank Transfer,Online,North-James,USA,MA,Donaldton
3144,2025-06-20,Richard,North,15184.15,6,Furniture,1833.5,2608.96,Returning,0.03,Cash,Online,North-Richard,USA,MA,Lake Brianshire
3848,2025-04-14,Stephanie,West,52734.0,30,Electronics,1404.79,1757.8,Returning,0.0,Bank Transfer,Retail,West-Stephanie,USA,CA,Robinsonberg
1223,2025-05-24,Thomas,South,275.23,3,Food,59.07,106.68,New,0.14,Bank Transfer,Online,South-Thomas,USA,GA,Beverlyborough
2206,2025-12-13,Russell,North,615.58,6,Food,85.29,105.77,Returning,0.03,Bank Transfer,Retail,North-Russell,USA,IL,West Debrashire
8002,2025-11-23,Sara,West,1552.98,21,Food,68.88,85.99,Returning,0.14,Credit Card,Retail,West-Sara,USA,WA,Shariberg
8308,2025-09-25,Vincent,East,10675.58,20,Electronics,320.16,556.02,New,0.04,Bank Transfer,Online,East-Vincent,USA,NJ,Maryfort
9587,2025-03-16,Erica,East,921.57,13,Food,47.89,83.4,New,0.15,Credit Card,Online,East-Erica,USA,VA,North Amanda
6252,2025-03-06,Paul,West,29849.19,38,Furniture,758.28,1047.34,New,0.25,Cash,Online,West-Paul,USA,WA,Johnmouth
9266,2025-05-25,Tara,South,130.1,1,Food,91.5,162.62,New,0.2,Credit Card,Retail,South-Tara,USA,TX,South Joseph
9271,2025-11-10,Sylvia,South,21128.38,12,Electronics,1175.04,2071.41,New,0.15,Credit Card,Online,South-Sylvia,USA,TX,Port Diana
3711,2025-11-02,Audrey,South,1749.37,44,Food,22.58,40.16,Returning,0.01,Bank Transfer,Online,South-Audrey,USA,GA,South Michellemouth
8893,2025-07-10,Andrew,West,2996.83,22,Food,124.43,164.12,New,0.17,Bank Transfer,Retail,West-Andrew,USA,OR,Garyborough
7148,2025-05-09,Amber,West,5510.89,16,Electronics,199.79,347.91,Returning,0.01,Bank Transfer,Retail,West-Amber,USA,CA,Lake Angela
1495,2025-07-10,Cathy,West,19849.34,19,Electronics,936.01,1160.78,New,0.1,Bank Transfer,Online,West-Cathy,USA,WA,Harrisberg
3403,2025-10-19,Christy,East,29648.43,49,Electronics,560.19,729.0,Returning,0.17,Cash,Online,East-Christy,USA,VA,East Kellyberg
5154,2025-05-22,Jose,South,9676.48,2,Furniture,3564.95,4936.98,New,0.02,Credit Card,Retail,South-Jose,USA,FL,Daniellemouth
8312,2025-08-08,Jenny,West,1536.52,44,Food,20.87,37.15,New,0.06,Credit Card,Retail,West-Jenny,USA,CA,Stevenshire
3954,2025-01-31,Anna,West,902.99,6,Food,99.08,158.42,Returning,0.05,Cash,Online,West-Anna,USA,OR,East Michael
4636,2025-12-14,Elizabeth,North,90256.03,28,Furniture,2119.53,3792.27,Returning,0.15,Bank Transfer,Retail,North-Elizabeth,USA,IL,Smithburgh
5645,2025-10-03,Kathleen,West,93968.78,24,Furniture,2831.27,4661.15,New,0.16,Cash,Retail,West-Kathleen,USA,CA,Lake Danielle
7846,2025-12-21,Jamie,East,1936.1,13,Food,148.42,188.52,Returning,0.21,Bank Transfer,Retail,East-Jamie,USA,NY,West Aliciachester
9636,2025-08-18,Vincent,West,158.03,1,Food,157.3,192.72,New,0.18,Credit Card,Retail,West-Vincent,USA,OR,Port Sabrina
1686,2025-03-18,Anthony,West,3005.14,6,Electronics,472.29,562.76,Returning,0.11,Cash,Retail,West-Anthony,USA,OR,East Nicholasfort
8596,2025-07-22,Daniel,North,1440.13,10,Food,103.72,187.03,New,0.23,Credit Card,Retail,North-Daniel,USA,NY,North Megan
4924,2025-06-16,Christopher,North,37.06,4,Food,9.6,12.19,Returning,0.24,Bank Transfer,Online,North-Christopher,USA,IL,East Erik
9064,2025-12-09,Richard,East,13731.73,43,Electronics,294.66,384.75,Returning,0.17,Cash,Online,East-Richard,USA,NY,Jennifermouth
8628,2025-02-19,Sonya,North,56084.0,33,Electronics,1154.28,2266.02,New,0.25,Cash,Online,North-Sonya,USA,MA,New Carolynchester
6613,2025-11-04,Alan,West,24472.1,19,Electronics,785.01,1515.3,New,0.15,Cash,Online,West-Alan,USA,CA,South Carlstad
7447,2025-05-19,Ricardo,East,16352.23,46,Electronics,259.73,382.24,Returning,0.07,Cash,Retail,East-Ricardo,USA,VA,North Tiffanyport
3947,2025-06-15,Ryan,South,155041.39,46,Furniture,2327.74,3439.25,New,0.02,Credit Card,Retail,South-Ryan,USA,GA,Washingtontown
1954,2025-09-21,Christine,West,14633.82,22,Furniture,547.83,730.96,Returning,0.09,Bank Transfer,Retail,West-Christine,USA,OR,Carlosbury
9574,2025-08-28,Lori,North,51327.26,50,Furniture,809.41,1115.81,Returning,0.08,Credit Card,Online,North-Lori,USA,NY,Port Ianport
9791,2025-06-13,Emily,West,4120.63,40,Food,64.2,127.18,New,0.19,Bank Transfer,Retail,West-Emily,USA,WA,Olsenmouth
3154,2025-11-07,Andrea,East,22067.38,24,Furniture,590.63,1121.31,New,0.18,Cash,Retail,East-Andrea,USA,NY,Davidshire
